Planning Application No,Proposal,Property Address,Decision,Date decision issued
21/00195/B,Erection of a single storey rear extension,Ballagawne House Ballagawne Road Colby Isle Of Man IM9 4AZ,PER,30-Apr-21
21/00196/MCH,Minor Changes application to PA 16/01110/B involving alterations to entrance doors and garage doors to west elevation,Shore House Shore Road Port Erin Isle Of Man IM9 6HH,PER,14-May-21
21/00197/B,Conversion of offices into 3 apartments and creation of salon treatment room,29 Victoria Street Douglas Isle Of Man IM1 2LG,PER,16-Jul-21
21/00198/B,Alterations and erection of an extension,Sharrow House Ballagale Avenue Surby Port Erin Isle Of Man IM9 6QJ,PER,02-Jun-21
21/00199/B,Installation of a replacement foot bridge,Summerhill Glen Summerhill Douglas Isle Of Man  ,PER,15-Apr-21
21/00200/B,Replace existing roof tiles with slate,9 Queens Drive West Ramsey Isle Of Man IM8 2JB,PER,07-Apr-21
21/00201/MCH,"Minor Changes application to PA 18/00182/B involving changes to windows, cladding and decking",White Cottage Pinfold Hill Laxey Isle Of Man IM4 7HN ,SPLIT,19-Apr-21
21/00202/B,Construction of First Floor Extension above Bedroom / Kitchen & Ground Floor Extension to rear of Kitchen create additional residential accommodation,36 Ballanoa Meadow Santon Isle Of Man IM4 1HQ ,PER,20-May-21
21/00203/B,Erection of a replacement dwelling with associated landscaping,The Warren Clannagh Road Santon Isle Of Man IM4 2HP ,PER,23-Apr-21
21/00204/B,Removal of existing chimney stack (retrospective),37 Devonshire Road Douglas Isle Of Man IM2 3QZ,PER,27-May-21
21/00205/B,Alterations and erection of a single storey extension,25 St Runius Way Glen Vine Isle Of Man IM4 4FH,PER,30-Apr-21
21/00206/B,Erection of a summer house,68 Farmhill Meadows Douglas Isle Of Man IM2 2LQ,PER,17-Jun-21
21/00207/B,Replacement of existing windows and associated dwarf wall with new sliding / folding doors as indicated on drawing P01.,1 Croit Rance Ballafayle Ramsey Isle Of Man IM7 1EB ,PER,30-Apr-21
21/00208/B,Erection of extension and creation of a first floor to dwelling,16 Queen Margaret Road Glen Vine Isle Of Man IM4 4ET,REF,14-May-21
21/00209/MCH,Minor Change application to PA 19/00870/B involving creation and removal of a window to side elevations,1 King Orry Place Glen Vine Isle Of Man IM4 4EP,PER,19-Mar-21
21/00210/B,Installation of a replacement front door and removal of a chimney stack,La Mona Lisa Restaurant Deepdale Glen Road Laxey Isle Of Man IM4 7AB ,PER,22-Apr-21
21/00211/B, Siting of a storage container for agricultural machinery and animal feed and creation of associated hard standing (retrospective),Field 510788 Old Castletown Road / Off Arragon Lane Santon Isle Of Man IM4 1HG ,REF,22-Apr-21
21/00212/B,Creation of first floor balcony and roof canopy over rear patio,The Old Vicarage Lonan Church Road Laxey Isle Of Man IM4 7JX,PER,12-May-21
21/00213/B,Erection of an extension and creation of an additional window,Lodge Cottage Ballavarry Farm Bernahara Road Andreas Isle Of Man IM7 3HH ,PER,14-May-21
21/00214/B,Partial removal of existing chimney stack,2 The Willows Ballasalla Isle Of Man IM9 2EW,PER,08-Apr-21
21/00215/B,Installation of windows and doors to rear elevation,Cornerstone 5 Lime Street Port St. Mary Isle Of Man IM9 5ED ,PER,20-May-21
21/00216/B,"Window and door alterations, installation of roof lantern and installation of flue.",5 Ballakeyll Colby Isle Of Man IM9 4AY,PER,14-May-21
21/00217/B,Erection of fencing to rear boundary (retrospective),14 Claughbane Drive Ramsey Isle Of Man IM8 2AZ,PER,19-May-21
21/00218/GB,"Creation of a doorway from an existing window, and installation of replacement windows, doors and roof slates (in association with 21/00219/CON)",17 Bridge Lane Ramsey Isle Of Man IM8 3DE,PER,30-Jun-21
21/00219/CON,"Registered Building consent for the creation of a doorway from an existing window, and installation of replacement windows, doors and roof slates (in association with 21/00218/GB) Registered Building Nos. 220",17 Bridge Lane Ramsey Isle Of Man IM8 3DE,PER,30-Jun-21
21/00220/B,"Erection of eight industrial units / commercial / storage units with associated roads, footpaths and vehicle parking",Land Off Harcourt Drive Balthane Industrial Estate Balthane Ballasalla Isle Of Man  ,PER,12-May-21
21/00221/MCH,Glazing to Sitting Area amended. Bathroom window amended.,Ballachrink Lodge Glen Mooar Road St Johns Isle Of Man IM4 3AG,PER,22-Apr-21
21/00222/C,Change of use from light industrial to fitness studio/gym,Unit 27/28 Gladstone Park Industrial Estate Ramsey Isle Of Man IM8 2LA ,PER,27-Apr-21
21/00224/B,Alterations and erection of rear extension,13 Highcroft Avenue Douglas Isle Of Man IM2 5BW,PER,30-Jun-21
21/00225/B,"Conversion of part of warehouse to provide self storage facility with ancillary staff and office space, including the provision of new windows and access, the modification of existing vehicular access to the building, provision of canopy, repainting of th",Warehouse  Ronaldsway Industrial Estate Ronaldsway Ballasalla Isle Of Man IM9 2AA ,PER,26-Apr-21
21/00226/A,Approval in principle for the erection of a detached garage addressing siting,Fern Glen Groudle Road Onchan Isle Of Man IM3 2EZ ,PER,19-May-21
21/00227/B,"Variation of condition 1 of PA 16/00805/B, Alterations and erection of extension to provide two apartments for tourist accommodation with associated parking, to extend the period of permission for a further two years",Deepdale Laxey Launderette Complex Glen Road Laxey Isle Of Man IM4 7AB,WDN,24-Aug-21
21/00229/B,Alterations and erection of an extension to rear elevation,11 Somerset Road Douglas Isle Of Man IM2 5AD,PER,28-May-21
21/00230/B,"Alterations, erection of a two storey extension to provide additional living space and ancillary living accommodation and formation of a balcony with glazed balustrade",Cable Cottage Port E Vullen Ramsey Isle Of Man IM7 1AP ,PER,11-Jun-21
21/00231/CON,Registered building consent for demolition elements of PA 21/00229/B,11 Somerset Road Douglas Isle Of Man IM2 5AD,PER,28-May-21
21/00232/B,"Variation of condition 1 of PA18/01234/B for the approval in principle for the erection of a four storey apartment block, to extend the period of approval for a further 2 years",21 - 22 West Quay Ramsey Isle Of Man IM8 1DL ,PER,16-Apr-21
21/00233/B,Alterations and the erection of an extension,5 Silverburn Drive Ballasalla Isle Of Man IM9 2DR,PER,14-May-21
21/00234/GB,"External works to include re-roofing, re-rendering, installation of replacement windows, replacement fascias and rainwater goods (in association with 21/00236/CON)","Ellan Vannin, Packet House & Solomons Corner The Quay Castletown Isle Of Man IM9 1LD",PER,18-May-21
21/00236/CON,"Registered Building consent for external works to include re-roofing, re-rendering, installation of replacement windows, replacement fascias and rainwater goods (in association with 21/00234/GB) Registered Building Nos. 41 & 42","Ellan Vannin, Packet House & Solomans Corner The Quay Castletown Isle Of Man IM9 1LD",PER,18-May-21
21/00237/B,Installation of a flue to gable wall,4 Robert Cubbon Close Reayrt Y Sheear Douglas Isle Of Man IM2 6PT ,PER,27-May-21
21/00238/B,"Variation of condition 1 of PA 17/00214/B, Erection of a replacement dwelling, to increase the period of permission by two years",Perk Cottage Knock Froy Road Santon Isle Of Man IM4 1JD,PER,27-Apr-21
21/00239/B,Alteration and extension to rear of both properties,Ingleside & Yn Conney Shore Road Castletown Isle Of Man IM9 1BF,PER,14-May-21
21/00240/B,"Alterations, extension and dormer extension to rear, increase in chimney height, bi fold doors to front elevation and rear window amendments",Lhingague Surby Road Surby Port Erin Isle Of Man IM9 6TB,PER,15-Jun-21
21/00241/B,Alterations and creation of and installation of external stairs,Flat 1 8 Fort William Head Road Douglas Isle Of Man IM1 5BQ ,PER,19-May-21
21/00242/C,Additional use of ancillary accommodation and office as tourist accommodation,Maggies Cottage Rhenny Mooar Farm Rhenny Mooar Lane Greeba Isle Of Man IM4 2DT,PER,01-Jun-21
21/00243/B,Installation of three replacement windows to front elevation,18 Westminster Terrace Douglas Isle Of Man IM1 4EE,PER,15-Apr-21
21/00244/B,Erection of a replacement rear conservatory,10 Abbots Way Abbotswood Ballasalla Isle Of Man IM9 3EQ ,PER,08-Apr-21
21/00245/GB,Demolition of existing pantry extension and the erection of a new tower and extension to create additional living accommodation (in association with 21/00246/CON),Harold Tower Fort Anne Road Douglas Isle Of Man IM1 5BN ,PER,15-Jun-21
21/00246/CON,Registered Building consent for the demolition of existing pantry extension and the erection of a new tower and extension to create additional living accommodation (in association with 21/00245/GB) Registered Building Nos. 179,Harold Tower Fort Anne Road Douglas Isle Of Man IM1 5BN ,PER,15-Jun-21
21/00247/B,Erection of a detached open-sided carport,Abbey Ford Abbey Road Lane Ballasalla Isle Of Man IM9 3DE,PER,23-Apr-21
21/00248/B,Erection of a stable block,Field 221042 Adjacent To Brough Jairg Mooar Main Road Ballaugh Isle Of Man IM7 5EX ,PER,30-Apr-21
21/00249/B,Variation of condition 1 to PA 18/01142/B for an extension of time for a further 3 years,Former Swimming Pool Site The Nunnery Old Castletown Road Douglas Isle Of Man IM2 1QB,PER,02-Jul-21
21/00250/GB,Conversion and erection of extension of existing offices to provide two residential apartments (class 3.4) (in association with 21/00251/CON),9 Auckland Terrace Parliament Street Ramsey Isle Of Man  ,PER,26-Aug-21
21/00251/CON,Registered Building Consent for the conversion and erection of extension of existing offices to provide two residential apartments (class 3.4) (in association with 21/00250/GB) Registered Building Nos. 152,9 Auckland Terrace Parliament Street Ramsey Isle Of Man  ,PER,26-Aug-21
21/00252/B,Installation of replacement windows and door.,1 Charles Street Peel Isle Of Man IM5 1AF,PER,19-May-21
21/00253/B,Installation of replacement windows,7 Arbory Road Castletown Isle Of Man IM9 1NA,PER,30-Apr-21
21/00254/B,"Installation of replacement windows, doors and roof tiles",8 Brunswick Road Douglas Isle Of Man IM2 3LQ,WDN,17-May-21
21/00255/C,Change of use of existing retail store into veterinary clinic,2 Crown Street Peel Isle Of Man IM5 1AJ,PER,03-Jun-21
21/00256/B,Conversion and extension of existing stone barn into a dwelling,Ballahutchin Beg Dalby Isle Of Man IM5 3BR ,PER,26-May-21
21/00259/B,"Variation of condition 4 to PA 20/00323/B to alter the colour of materials to roof, walls and doors",Part Field 524881 And Land Adjacent Industrial Estate Ballafletcher Road Cronkbourne Douglas Isle Of Man,PER,19-May-21
21/00260/B,Replacement of existing door and windows to ground floor front elevation,9A Stanley Road Peel Isle Of Man IM5 1NX,PER,11-Jun-21
21/00261/B,Conversion of post office to dwelling and alteration of existing shopfront to windows,4 Brunswick Road Douglas Isle Of Man IM2 3LL,PER,15-Jun-21
21/00263/B,Placement of a shipping container for storage use (retrospective),Land Adj To Bowling Green Nobles Park Douglas Isle Of Man  ,PER,11-Aug-21
21/00264/B,"Alterations including installation of replacement windows, front door, garage door and replacement of existing boundary hedging with a render block wall",49 Selborne Drive Douglas Isle Of Man IM2 3NJ,PER,30-Apr-21
21/00265/CON,Registered building consent for demolition elements of PA 21/00266/B,Heathfield House Patrick Street Peel Isle Of Man IM5 1BR,PER,26-Apr-21
21/00266/B,Alterations and erection of a single storey extension to side of property,Heathfield House Patrick Street Peel Isle Of Man IM5 1BR,PER,19-May-21
21/00267/B,Erection of a detached double garage with hobby room above,Ballahutchin House Ballahutchin Hill Union Mills Isle Of Man IM4 4AT ,PER,26-May-21
21/00268/B,Erection of extension to form porch and home study,51 Maple Avenue Onchan Isle Of Man IM3 3GA,PER,19-May-21
21/00270/B,Erection of 3 detached dwellings,"Plots 5, 6 & 7 Ballagarey Nurseries Greeba Avenue Glen Vine Isle Of Man IM4 4HZ ",PER,01-Jun-21
21/00271/B,Alterations to two windows and creation of new entrance porch,Glen Cam Farm Corlea Road Ballasalla Isle Of Man IM9 3BA,PER,20-May-21
21/00273/B,Re-roofing of existing office building and installation of photovoltaic solar roof panels,Manx Telecom Corporate Headquarters Isle Of Man Business Park Douglas Isle Of Man IM2 2QJ ,PER,20-May-21
21/00274/B,Erection of an agricultural building,Loughan Farm Jurby East Isle Of Man IM7 3EZ,PER,17-Jun-21
21/00275/GB,Alterations and refurbishment of existing dwelling including proposed additional use of dwelling for tourism (in association with 21/00291/CON),1 Parliament Lane Castletown Isle Of Man IM9 1LB,PER,16-Jun-21
21/00276/B,Alterations and erection of extension to rear elevation of dwelling,Orrisdale Brookfield Crescent Ramsey Isle Of Man IM8 2AG,PER,06-May-21
21/00277/B,Extension of existing extractor,Athol Park Guest House Athol Park Port Erin Isle Of Man IM9 6EX ,PER,19-May-21
21/00280/B,"Proposed walled garden, relocation of existing greenhouse and gardener's shed and extension to shed.",The Meadows Port E Chee Tromode Douglas Isle Of Man IM2 5PD ,PER,17-Jun-21
21/00281/B,"Erection of entrance porch and first floor extension, alteration to external fa‡ade and retrospective widening of existing parking area including new hard surfacing to driveway",26 Mountain View Douglas Isle Of Man IM2 5HX,PER,23-Sep-21
21/00282/B,Erection of a double garage and associated extension of the existing driveway.,Thie-Ny-Mara Shore Road Laxey Isle Of Man IM4 7DJ,REF,27-May-21
21/00283/B,Alterations and erection of a two storey extension to existing bungalow,69 Claughbane Drive Ramsey Isle Of Man IM8 2BL ,REF,19-Jul-21
21/00284/B,Alterations to widen and improve existing field access,Field 534374 Creg-Ny-Baa Back Road Creg Ny Baa Onchan Isle Of Man  ,PER,27-May-21
21/00285/D,Installation of non-illuminated signage to front elevation,Mona House 5 Market Place Peel Isle Of Man IM5 1AB,PER,30-Apr-21
21/00286/B,Widening of driveway,Cooil Rea Walpole Drive Ramsey Isle Of Man IM8 1NA,PER,20-May-21
21/00287/D,Installation of illuminated signage to front elevation,Ye Old Royal Oak 14 - 16 Market Place East Ramsey Isle Of Man IM8 1JY ,REF,16-Apr-21
21/00288/B,Alterations and erection of replacement extensions,Fairfield House Fairfield Avenue Ramsey Isle Of Man IM8 2LS,PER,22-Apr-21
21/00289/C,Additional use of a residential property for the running of a therapy treatment business,The Spinney Dollagh Ballaugh Isle Of Man IM7 5AS ,PER,27-Apr-21
21/00290/C,Additional use of residential property (class 3.3) as tourist accommodation (class 3.6),30 Traie Twoaie Ramsey Isle Of Man IM8 3DB ,PER,16-Apr-21
21/00291/CON,Registered Building consent for alterations and refurbishment of existing dwelling (in association with 21/00275/GB) Registered Building Nos. 55,1 Parliament Lane Castletown Isle Of Man IM9 1LB,PER,04-Jun-21
21/00292/B,Erection of a shed,Courtlands Somerset Road Douglas Isle Of Man IM2 5AQ,PER,27-May-21
21/00293/B,"Installation of replacement windows, installing new window in rear annex, installing new external gutter to rear pitched roof, and installation of new glass balustrade to front elevation.",12 - 13 West Quay Ramsey Isle Of Man IM8 1DW ,PER,19-May-21
