"SubUnit_Name","House_Number","House_Name","Street_Name","Locality","Town","Postcode","Parish"
""," 9","","Castle Street","","Peel","IM5 1AN","German"
"Apartment 7","","Castlemere Apartments","Castle Terrace","","Douglas","IM2 4LJ","Onchan"
"Flat 1","","Marlborough Court","Castle Terrace","Central Promenade","Douglas","IM2 4LH","Onchan"
"Apartment 7","","Marlborough Court Apartments","Castle Terrace","Central Promenade","Douglas","IM2 4LH","Onchan"
"FLAT 3","","Marlborough Court Apartments","Castle Terrace","Central Promenade","Douglas","IM2 4LH","Onchan"
"Flat 8","","Marlborough Court Apartments","Castle Terrace","Central Promenade","Douglas","IM2 4LH","Onchan"
""," 1","Ingledene","Castle Terrace","Central Promenade","Douglas","IM2 4LJ","Onchan"
""," 5-7","5 Marlborough Court Apartments","Castle Terrace","Central Promenade","Douglas","IM2 4LH","Onchan"
"Flat 5"," 5-7","Marlborough Court Apartments","Castle Terrace","Central Promenade","Douglas","IM2 4LH","Onchan"
"Apartment 16"," 5/7","Marlborough Court","Castle Terrace","","Douglas","IM2 4LJ","Onchan"
"Garage and Forecourt","","","Castlemona Avenue","","Douglas","","Onchan"
"APARTMENT 8","","Griffin House","Castlemona Avenue","","Douglas","IM2 4EQ","Onchan"
"Apartment 3","","Griffin House","Castlemona Avenue","","Douglas","IM2 4EQ","Onchan"
"Apartment 5","","Griffin House","Castlemona Avenue","","Douglas","IM2 4EQ","Onchan"
"Apartment 7","","Griffin House","Castlemona Avenue","","Douglas","IM2 4EQ","Onchan"
"APARTMENT 2","","Villa Court","Castlemona Avenue","","Douglas","IM2 4EA","Onchan"
"Apartment 1","","Villa Court","Castlemona Avenue","","Douglas","IM2 4EA","Onchan"
"Apartment 3","","Villa Court","Castlemona Avenue","","Douglas","IM2 4EA","Onchan"
"Apartment 6","","Villa Court","Castlemona Avenue","","Douglas","IM2 4EA","Onchan"
"Apartment 7","","Villa Court","Castlemona Avenue","","Douglas","IM2 4EA","Onchan"
"Apartment 9","","Villa Court","Castlemona Avenue","","Douglas","IM2 4EA","Onchan"
"APARTMENT 8","","Villa Court ","Castlemona Avenue","","Douglas","IM2 4EA","Onchan"
"Apartment 4","","Villa Court Apartments","Castlemona Avenue","","Douglas","IM2 4EA","Onchan"
