Decision,PA Ref,PROPOSAL,Decision issued,Determining Body,Property Address
Permitted,13/00671/B,"Erection of a replacement porch, installation of replacement windows and creation of an additional window to side elevation of dwelling",15-Jul-13,Senior Planning Officer - South (SC),Pinfold Cottage Pinfold Hill Laxey Isle Of Man IM4 7HN
Permitted,13/00672/B,Erection of a detached double garage adjacent to approved dwelling (11/000674/REM),01-Aug-13,Senior Planning Officer - South (SC),Land To Rear Of St Catherines Drive And Off Belmont Hill Douglas Isle Of Man  
Permitted,13/00673/B,Erection of a replacement conservatory and installation of four roof lights to dwelling,11-Jul-13,Senior Planning Officer - South (SC),South Gate House Tromode Douglas Isle Of Man IM4 4QA 
Permitted,13/00674/B,Installation of replacement windows to front elevation,18-Jul-13,Director Delegation,15 Hildesley Road Douglas Isle Of Man IM2 5AU
Permitted,13/00675/B,Widening of carriageway to facilitate left turning traffic onto Peel Road,19-Sep-13,Withdrawn,Eastern Access  Hills Meadow Industrial Estate Peel Road Douglas Isle Of Man  
Permitted,13/00678/B,Erection of an entrance gate and flanking walls and erection of a replacement summerhouse,11-Jul-13,Senior Planning Officer - South (SC),Lower Ballig Tynwald Mills St Johns Isle Of Man IM4 3AF 
Permitted,13/00679/B,Erection of a dwelling with associated parking and integral garage,11-Jul-13,Senior Planning Officer - South (SC),Parcel Of Land At Mull House Baymount Port Erin Isle Of Man  
Refused,13/00680/B,Extension of residential curtilage (retrospective),30-Jul-13,Planning Committee,Ballaclucas Cottage Top Road Crosby Isle Of Man IM4 4HN 
Permitted,13/00681/B,Conversion of existing dwelling into two separate dwellings,16-Aug-13,Senior Planning Officer - South (SC),7 And 8 Queens Drive East Ramsey Isle Of Man IM8 1EJ 
Permitted,13/00682/B,Conversion of existing bus station to provide self storage units with associated parking,01-Oct-13,Planning Committee,Bus Station Atholl Street Peel Isle Of Man IM5 1HQ
Permitted,13/00683/B,Erection of a single storey extension to plant room,23-Jul-13,Head of Development Management,Mount Murray Hotel  Ballacutchel Road Mount Murray Douglas Isle Of Man IM4 2HT 
Permitted,13/00684/C,"Change of use of former bank premises to light industrial, research and development and creation of additional parking spaces",16-Jul-13,Planning Committee,26 Main Road Kirk Michael Isle Of Man IM6 1AD
Permitted,13/00685/B,Alterations and partial demolition and rebuilding of outbuildings to form ancillary living accommodation (retrospective),15-Aug-13,Senior Planning Officer - South (SC),Bramble Brae Quarterbridge Road Douglas Isle Of Man IM2 3RH
Permitted,13/00686/B,Erection of a pair of semi-detached dwellings,12-Nov-13,Planning Committee,Plot Of Land Adjacent To 56 Glenfaba Road Peel Isle Of Man  
Refused,13/00687/B,Erection of temporary building in car park for seasonal retail sales between 01 April to 30 September on an annual basis,18-Sep-13,Planning Committee,Tesco Store Lake Road Douglas Isle Of Man IM1 5AF
Permitted,13/00688/D,Installation of vinyl signage (partial retrospective),30-Jul-13,Planning Committee,Royal Bank House 2 Victoria Street Douglas Isle Of Man IM1 2LN
Certificate of Lawfulness AGREED,13/00689/LAW,Application for a certificate of lawfulness to confirm the lawfulness of the use of a building as a residential dwelling,12-Aug-13,Head of Development Management,Baldromma Jurby Road Lezayre Ramsey Isle Of Man IM7 2EB
Permitted,13/00690/B,Alterations and erection of a first floor extension to dwelling,15-Jul-13,Senior Planning Officer - South (SC),Greystones Quarterbridge Road Douglas Isle Of Man IM2 3RL
Permitted,13/00691/B,Erection of extension to rear elevation and installation of roof lights,15-Aug-13,Senior Planning Officer - South (SC),23 Killeaba Mount Ramsey Isle Of Man IM8 2JH
Permitted,13/00692/B,Erection of a replacement conservatory,19-Jul-13,Senior Planning Officer - South (SC),8 Meadow Court Ballasalla Isle Of Man IM9 2DW
Permitted,13/00694/B,Demolition of existing garage and erection of a two storey extension and creation of off road parking to side of dwelling,15-Aug-13,Senior Planning Officer - South (SC),1 Stonecrop Grove Douglas Isle Of Man IM2 7DX
Permitted,13/00695/B,Erection of a detached double garage,17-Sep-13,Planning Committee,11 The Downs Union Mills Isle Of Man IM4 4NQ
Permitted,13/00696/B,Installation of replacement front door,19-Jul-13,Senior Planning Officer - South (SC),4 Milner Terrace Castletown Isle Of Man IM9 1AJ
Refused,13/00697/B,Removal of a chimney stack,19-Jul-13,Senior Planning Officer - South (SC),Beach View Windsor Mount Ramsey Isle Of Man IM8 3EA
Permitted,13/00698/B,Alterations and first floor extension to dwelling to provide additional living accommodation,29-Aug-13,Planning Committee,Park Na Silla Woodlands Avenue Douglas Isle Of Man IM2 3QS
Permitted,13/00699/D,Erection of advertising signage,24-Jul-13,Senior Planning Officer - South (SC),62 Duke Street Douglas Isle Of Man IM1 2AR
Permitted,13/00700/B,"Works to site including widening existing entrance on Marathon Road, wall alterations, replacement and refurbishment of perimeter railings, installation of a safety barrier and resurfacing works to pathways",01-Aug-13,Senior Planning Officer - South (SC),Hutchinson Square Gardens Marathon Road Douglas Isle Of Man IM2 4HP
Certificate of Lawfulness AGREED,13/00701/LAW,Certificate of Lawful Use for the running of a Livery Stable Yard business,11-Oct-13,Head of Development Management,Ballaclucas Farm Top Road Crosby Isle Of Man IM4 4HN
Permitted,13/00702/B,Erection of an extension to existing barn,18-Jul-13,Director Delegation,Ballachrink Farm Old Castletown Road Santon Isle Of Man IM4 1HD
Permitted,13/00703/B,Erection of an extension to rear elevation of dwelling,15-Aug-13,Senior Planning Officer - South (SC),7 Main Road Onchan Isle Of Man IM3 1BA
Permitted,13/00704/B,Integration of Nos. 36 Athol Street with 38 - 42 Athol Street and erection of extension to rear of the properties to provide additional office accommodation,08-Aug-13,Senior Planning Officer - South (SC),36 - 42 Athol Street Douglas Isle Of Man IM1 1JB
Permitted,13/00705/B,Conversion of ground floor unit from Class 1 Retail to Class 2 Financial & Professional services,24-Jul-13,Senior Planning Officer - South (SC),62 Duke Street Douglas Isle Of Man IM1 2AR
Permitted,13/00706/B,Installation of replacement conservatory roof,26-Jul-13,Senior Planning Officer - South (SC),Fiddlers Green 5 Mount View Andreas Village Isle Of Man IM7 4HJ 
Permitted,13/00707/B,Installation of replacement windows,16-Aug-13,Senior Planning Officer - South (SC),13 Mona Street Peel Isle Of Man IM5 1HJ
Permitted,13/00708/B,Replacement windows to front elevation,31-Jul-13,Senior Planning Officer - South (SC),137 Woodbourne Road Douglas Isle Of Man IM2 3AZ
Permitted,13/00709/GB,Change of use and internal works to former coffee bar to form office space for educational purposes (in association with 13/00710/CON),08-Aug-13,Head of Development Management,18-20 Victoria Street Douglas Isle Of Man IM1 2LE 
Permitted,13/00710/CON,Registered Building Consent  for change of use and internal works to former coffee bar to form office space for educational purposes ( RB no 223 in association with 13/00709/GB),08-Aug-13,Head of Development Management,18-20 Victoria Street Douglas Isle Of Man IM1 2LE 
Permitted,13/00711/B,Erection of a first floor extension to dwelling,15-Aug-13,Senior Planning Officer - South (SC),12 Pinehurst Close Douglas Isle Of Man IM2 1PL
Permitted,13/00712/B,Erection of a dwelling with detached garage block,14-Aug-13,Head of Development Management,Plot 17  Ballanard Woods Ballanard Road Douglas Isle Of Man  
Refused,13/00713/B,Amendments to approved alterations and extension to dwelling ( 99/00576/B),24-Jul-13,Senior Planning Officer - South (SC),Cornerstone Lime Street Port St. Mary Isle Of Man IM9 5ED 
Permitted,13/00714/B,Installation of replacement doors,05-Sep-13,Senior Planning Officer - South (SC),1 Peveril Road Peel Isle Of Man IM5 1NU
Permitted,13/00715/B,Erection of an extension to rear of dwelling,15-Aug-13,Senior Planning Officer - South (SC),12 Fuchsia Road Reayrt Ny Keylley Peel Isle Of Man IM5 1GA 
Permitted,13/00716/B,Erection of a garage with home office above (retrospective),25-Jul-13,Senior Planning Officer - South (SC),Fircroft Douglas Road Ballasalla Isle Of Man IM9 2AN
Permitted,13/00717/D,Erection of illuminated shop signage,14-Aug-13,Head of Development Management,Unit 1   26 - 28 Strand Street Douglas Isle Of Man IM1 2EG
Permitted,13/00718/B,Conversion of existing hotel into eight apartments (excluding the basement),02-Oct-13,Planning Committee,Nelson Hotel  11 Mona Drive Douglas Isle Of Man IM2 4LG
Application Withdrawn,13/00719/C,Variation of condition 4 of approved PA 12/01348/C to increase the number of children permitted to occupy building as a preschool nursery from nineteen to thirty children,05-Sep-13,Withdrawn,23 Circular Road Douglas Isle Of Man IM1 1AF
Permitted,13/00720/B,Erection of an extension to replace existing conservatory,26-Jul-13,Senior Planning Officer - South (SC),10 Alderley Close Douglas Isle Of Man IM2 1NT
Permitted,13/00721/B,Creation of six windows to west elevation of building,23-Jul-13,Head of Development Management,Mount Murray Hotel Ballacutchel Road Mount Murray Douglas Isle Of Man IM4 2HT
Permitted,13/00722/B,Alterations and single storey extension to existing conference room and furniture store,23-Jul-13,Head of Development Management,Mount Murray Hotel  Ballacutchel Road Mount Murray Isle Of Man IM4 2HT
Permitted,13/00723/B,Installation of three replacement windows to front elevation,14-Aug-13,Head of Development Management,23 Church Street Peel Isle Of Man IM5 1HN
Permitted,13/00724/B,Erection of an extension to rear of dwelling,31-Jul-13,Senior Planning Officer - South (SC),14 Ashbourne Grove Douglas Isle Of Man IM2 1NP
Permitted,13/00725/B,Erection of a terrace of five dwellings,30-Jul-13,Planning Committee,Land To Rear Of Princess Towers & Port Erin Royal Hotel  Maine Road Port Erin Isle Of Man  
Permitted,13/00726/REM,Reserved Matters Application for conversion and extension of existing stores/maintenance building to create a web hosting centre (phases1&2 only),31-Jul-13,Planning Committee,Greenhill Communications Centre Isle Of Man Business Park Douglas Isle Of Man IM2 2QZ
Refused,13/00727/B,Creation of new vehicular access and erection of replacement shed,02-Aug-13,Head of Development Management,Land Abutting Crossag Road Ballasalla Isle Of Man  
Permitted,13/00728/B,"Erection of extension to rear elevation, including external stairs and roof light",18-Sep-13,Senior Planning Officer - South (SC),11 Poplar Terrace Douglas Isle Of Man IM2 4AR
Permitted,13/00729/B,Erection of conservatory to dwelling,25-Jul-13,Senior Planning Officer - South (SC),Silverdale House Silverdale Road Ballasalla Isle Of Man IM9 3DS
Permitted,13/00730/B,Conversion of redundant barn buildings into three dwellings,27-Sep-13,Head of Development Management,Barns Ballacross Farm Poortown Road Peel Isle Of Man  
Permitted,13/00731/D,Erection of signage,10-Sep-13,Senior Planning Officer - South (SC),10 Parliament Street Ramsey Isle Of Man IM8 1AP
Refused,13/00734/B,Installation of replacement windows to front elevation,01-Aug-13,Senior Planning Officer - South (SC),35 Brunswick Road Douglas Isle Of Man IM2 3NW
Permitted,13/00735/B,Installation of replacement conservatory roof,25-Jul-13,Senior Planning Officer - South (SC),Clitheroe House  Main Road Santon Isle Of Man IM4 1EE
Permitted,13/00736/B,Alterations and conversion of dwelling into three apartments,06-Nov-13,Senior Planning Officer - South (SC),7 Peel Road Douglas Isle Of Man IM1 4LR
Permitted,13/00737/B,Installation of additional roller doors and pedestrian entrance,25-Jul-13,Senior Planning Officer - South (SC),Unit 26 Colas Drive Balthane Ballasalla Isle Of Man IM9 2AH 
Permitted,13/00738/B,Installation of replacement conservatory roof,25-Jul-13,Senior Planning Officer - South (SC),Thie Keeill Howe Road Port St. Mary Isle Of Man IM9 5PR
Permitted,13/00739/B,"Alterations to existing vehicular access and driveway, and change to design of conservatory roof as approved under PA 11/01627/B",26-Nov-13,Senior Planning Officer - South (SC),41 Douglas Street Peel Isle Of Man IM5 1BB
Permitted,13/00740/B,Alterations and extensions to dwelling,23-Jul-13,Head of Development Management,Ballakew Farm Braaid Road St Marks Ballasalla Isle Of Man IM9 3AP
Permitted,13/00741/B,Installation of replacement conservatory roof,01-Aug-13,Senior Planning Officer - South (SC),12 Park Close Glen Vine Isle Of Man IM4 4HB
Permitted,13/00742/B,Installation of replacement conservatory roof,01-Aug-13,Senior Planning Officer - South (SC),32 Cronk Reayrt Peel Isle Of Man IM5 1DB
Permitted,13/00743/B,Installation of replacement conservatory roof,01-Aug-13,Senior Planning Officer - South (SC),5 Ballafurt Close Port Erin Isle Of Man IM9 6HS
Permitted,13/00744/B, Erection of a two storey building with single storey link and alteration of parking area. Proposed use; a) environmental ground and soil testing as amplified by the documentation received 03.09.13 or b) additional floor space/accommodation for adjacent a,04-Nov-13,Senior Planning Officer - South (SC),Former Factory Building  Gladstone Avenue Ramsey Isle Of Man IM8 2LE
Permitted,13/00745/D,Erection of replacement advertising signage,29-Aug-13,Planning Committee,Laxey Service Station  2 New Road Laxey Isle Of Man IM4 7BB
Permitted,13/00746/B,Erection of a replacement agricultural building,08-Aug-13,Senior Planning Officer - South (SC),East Lhergydhoo Farm Lhergydhoo Peel Isle Of Man IM5 2AE 
Permitted,13/00747/B,Installation of replacement windows to front elevation,31-Jul-13,Senior Planning Officer - South (SC),21 Alexander Drive Douglas Isle Of Man IM2 3QQ
Permitted,13/00748/C,Change of use of ground floor from store to gymnasium to increase floor area of existing gymnasium,07-Oct-13,Department Application,Old Kipper House Rear Of Lime Street Port St. Mary Isle Of Man IM9 5ED
